time,pose,y_des,y_actual
0.0105,0.0,0.00014658228179598165
0.0203,3.68521e-08,0.00013822861487400306
0.0302,2.93341e-07,0.00012337782568930256
0.0402,9.8506e-07,0.00010109251644049855
0.0502,2.32322e-06,7.3207144221904e-05
0.0602,4.51466e-06,4.149960468646796e-05
0.0702,7.76192e-06,9.034426806331375e-06
0.0807,1.22632e-05,-2.2337627736818133e-05
0.0907,1.82125e-05,-5.048852370057033e-05
0.1004,2.57996e-05,-7.302508174036881e-05
0.1123,3.52099e-05,-8.828855636069943e-05
0.1203,4.66248e-05,-9.519945179092826e-05
0.1303,6.02214e-05,-9.182067260837812e-05
0.1425,7.6173e-05,-7.749672484899661e-05
0.1563,9.46484e-05,-5.131453919776652e-05
0.1645,0.000115813,-1.3511595888332506e-05
0.1786,0.000139826,3.568592193406439e-05
0.1879,0.000166847,9.534690356849396e-05
0.1967,0.000197027,0.00016437893200069165
0.2043,0.000230515,0.00024105337721339049
0.2223,0.000267457,0.00032292304369990754
0.2282,0.000307993,0.00040765673880385767
0.2323,0.000352262,0.0004939373631629163
0.2413,0.000400396,0.0005776394138950758
0.2531,0.000452526,0.0006526848893330384
0.2603,0.000508777,0.0007172326101910209
0.2702,0.000569271,0.0007748527037690356
0.2802,0.000634128,0.0008976580678061452
0.2902,0.000703461,0.0011162661047809663
0.3002,0.000777383,0.0013182101166179516
0.311,0.000856,0.0014923768532414117
0.3202,0.000939417,0.0016356155531135896
0.3306,0.00102773,0.0017436439522514613
0.3402,0.00112105,0.001814975152809456
0.3503,0.00121945,0.0018512681951614596
0.3604,0.00132304,0.0018565037397165751
0.3703,0.00143189,0.0018352146233625022
0.3803,0.00154609,0.0017954882160834684
0.3902,0.00166572,0.0017499725223782958
0.4006,0.00179086,0.001708134199948641
0.4102,0.00192158,0.0016794648768580223
0.4202,0.00205795,0.0016735498068075894
0.4302,0.00220003,0.001697913745056845
0.4406,0.00234789,0.0017585331753033062
0.4502,0.00250159,0.0018603574678418833
0.4602,0.00266119,0.002005942644072972
0.4702,0.00282673,0.0021954922428115142
0.4802,0.00299828,0.0024271298524138896
0.4902,0.00317587,0.002696852139892597
0.5006,0.00335956,0.0029979048053490054
0.5102,0.00354938,0.0033255405508987312
0.5204,0.00374538,0.003672926539062038
0.5345,0.00394758,0.004030967341538072
0.5466,0.00415602,0.004392437254123249
0.5504,0.00437073,0.004754195583309195
0.5604,0.00459174,0.005101887103234531
0.5703,0.00481908,0.005425191544285224
0.5801,0.00505275,0.005719073698846777
0.5903,0.00529279,0.005980563566828301
0.6003,0.0055392,0.0062089192087039224
0.6098,0.005792,0.006404815464049446
0.6202,0.0060512,0.006571837259872815
0.6302,0.00631681,0.0067161063334034155
0.6402,0.00658883,0.006846069751069966
0.6494,0.00686727,0.006970668258262813
0.6603,0.00715212,0.007098435061109326
0.6702,0.00744338,0.00723762947146897
0.6804,0.00774105,0.007397347949299804
0.6902,0.00804511,0.007585005472450945
0.7002,0.00835557,0.0078066017502993745
0.7101,0.0086724,0.008067684268033004
0.7203,0.00899558,0.008371332308253848
0.7304,0.00932512,0.00871893194009224
0.7402,0.00966097,0.0091074659162447
