time,orientational_trajectory (rad),w_des,q_x_des,q_y_des,q_z_des,w_actual,q_x_actual,q_y_actual,q_z_actual
0.0102,0.0,0.0,1.0,0.0,9.81632866549397e-05,-1.0197874296765957e-05,0.9999999951299862,-1.6018707122184242e-09
0.0203,0.0,0.0,1.0,0.0,9.264162913771737e-05,-2.7100205347752987e-05,0.9999999953415537,-4.98207786381455e-09
0.0302,0.0,0.0,1.0,0.0,5.58752493393124e-05,-2.8894846774420152e-05,0.9999999980215221,-7.615186263121119e-09
0.0402,0.0,0.0,1.0,0.0,1.7082673710903163e-05,-2.9860634165488828e-05,0.9999999994082622,-9.486220419653198e-09
0.0503,0.0,0.0,1.0,0.0,-2.2751175985037245e-05,-3.061896121906417e-05,0.9999999992724316,-1.1378714008167924e-08
0.0602,0.0,0.0,1.0,0.0,-5.847721918359234e-05,-3.0997380565590775e-05,0.9999999978097885,-1.312214778451602e-08
0.0702,0.0,0.0,1.0,0.0,-8.898749863408984e-05,-3.09723053816735e-05,0.9999999955609705,-1.4560218248217448e-08
0.0805,0.0,0.0,1.0,0.0,-0.00011587319628456498,-3.103029630031655e-05,0.9999999928052614,-1.5869170194837946e-08
0.0917,0.0,0.0,1.0,0.0,-0.00014101775544968331,-3.1030966165609105e-05,0.9999999895755357,-1.71557614097107e-08
0.1014,0.0,0.0,1.0,0.0,-0.00016385712110181965,-3.101712753124085e-05,0.9999999860943906,-1.8416779803458837e-08
0.1154,0.0,0.0,1.0,0.0,-0.00018371620740964027,-3.179671673999214e-05,0.9999999826186616,-1.9768682538868863e-08
0.123,0.0,0.0,1.0,0.0,-0.00020085041788543906,-3.53958727942862e-05,0.9999999792031206,-2.1732051045226284e-08
0.1305,0.0,0.0,1.0,0.0,-0.0002156597195574103,-3.956605593161116e-05,0.9999999759627056,-2.383141877970072e-08
0.1402,0.0,0.0,1.0,0.0,-0.00022879117021893774,-4.336152054239126e-05,0.9999999728871888,-2.5763534457848905e-08
0.1503,0.0,0.0,1.0,0.0,-0.00024014070276339125,-4.6950672668267444e-05,0.9999999700640377,-2.7532687038982053e-08
0.1604,0.0,0.0,1.0,0.0,-0.00024985629784190485,-5.033037817141243e-05,0.9999999675193408,-2.914299306028049e-08
0.1702,0.0,0.0,1.0,0.0,-0.0002580576381506698,-5.331204095039604e-05,0.9999999652820398,-3.055072450280509e-08
0.1802,0.0,0.0,1.0,0.0,-0.0002649330633121962,-5.5899110546041655e-05,0.9999999633428794,-3.177955046211531e-08
0.1903,0.0,0.0,1.0,0.0,-0.0002705037726976462,-5.808006468597922e-05,0.9999999617272062,-3.282514767388662e-08
0.2002,0.0,0.0,1.0,0.0,-0.0002747674251372959,-5.973154934900634e-05,0.9999999604675006,-3.3635105201011996e-08
0.2102,0.0,0.0,1.0,0.0,-0.0002778595488691606,-6.103851609473553e-05,0.999999959534184,-3.4279134842174216e-08
0.2202,0.0,0.0,1.0,0.0,-0.00027985724511872664,-6.207631546530737e-05,0.9999999589132252,-3.4782598937611076e-08
0.2302,0.0,0.0,1.0,0.0,-0.000280849965312477,-6.282879597974032e-05,0.9999999585879182,-3.51400815486966e-08
0.2402,0.0,0.0,1.0,0.0,-0.00028090898892011134,-6.331181465769797e-05,0.9999999585408755,-3.535690789706067e-08
0.2502,0.0,0.0,1.0,0.0,-0.0002801000218821308,-6.355451035776388e-05,0.9999999587523994,-3.544247187447236e-08
0.2603,0.0,0.0,1.0,0.0,-0.00027849306732700464,-6.355844995480447e-05,0.999999959200966,-3.539816113380976e-08
0.2702,0.0,0.0,1.0,0.0,-0.00027614251326651273,-6.341644339801923e-05,0.9999999598618321,-3.525525411799605e-08
0.2806,0.0,0.0,1.0,0.0,-0.00027311200934934654,-6.30354058007797e-05,0.9999999607181825,-3.498236400902663e-08
0.2902,0.0,0.0,1.0,0.0,-0.00026948668542918464,-6.240921111581273e-05,0.999999961741007,-3.457525311876825e-08
0.3001,0.0,0.0,1.0,0.0,-0.0002653592227256252,-6.151342890944673e-05,0.9999999629002891,-3.403222336227341e-08
0.3108,0.0,0.0,1.0,0.0,-0.00026075950033368594,-6.043086458662156e-05,0.9999999641762956,-3.3387850639826804e-08
0.3202,0.0,0.0,1.0,0.0,-0.00025573102997179516,-5.9164399386074395e-05,0.9999999655506059,-3.26428573411834e-08
0.3301,0.0,0.0,1.0,0.0,-0.0002503322317847342,-5.776239714128657e-05,0.9999999669986386,-3.181710970151984e-08
0.34,0.0,0.0,1.0,0.0,-0.00024464038900741543,-5.6249121781041844e-05,0.9999999684935572,-3.092033022158707e-08
0.3504,0.0,0.0,1.0,0.0,-0.00023869052917286954,-5.463798856462561e-05,0.9999999700207599,-2.996046492816836e-08
0.3602,0.0,0.0,1.0,0.0,-0.00023252917701515704,-5.290400687486355e-05,0.9999999715656731,-2.892578889538881e-08
0.3703,0.0,0.0,1.0,0.0,-0.00022619482558593266,-5.1044490812699275e-05,0.9999999731151796,-2.7803184298450236e-08
0.3804,0.0,0.0,1.0,0.0,-0.00021987215650196492,-4.853491641509101e-05,0.9999999746502977,-2.6439127414808952e-08
0.3903,0.0,0.0,1.0,0.0,-0.00021383318095654765,-4.4955059471179506e-05,0.999999976127206,-2.4758298017405887e-08
0.4001,0.0,0.0,1.0,0.0,-0.00020774236248492979,-4.1369348568519246e-05,0.9999999775658435,-2.305150170929828e-08
0.4105,0.0,0.0,1.0,0.0,-0.00020163883966102937,-3.783403674558666e-05,0.9999999789551816,-2.1334851745206942e-08
