time,torque (Nm),T_shoulder,T_upper_arm,T_forearm,T_wrist_1,T_wrist_2,T_wrist_3
0.0102,0.02834884652008096,-42.64354722418214,-16.408342991928098,-0.43680679894078467,-0.21358618876536317,0.7419259055494355
0.0202,-0.07282064991949388,-52.31546222482719,-20.189366635132828,-0.11743848448285266,-0.14916449755172856,0.274551912436745
0.0301,-0.05124334230445404,-55.28978691476619,-21.30070394172457,-0.2630963135989819,-0.1272569219591242,0.16533466651307105
0.04,-0.003026234159393848,-56.57950685536791,-21.811247589215174,-0.3308202636488642,-0.10940886586894649,0.10961234216587279
0.05,0.053894703665128496,-55.69122161123222,-21.56194360457454,-0.18044231735640004,-0.09369740406596083,0.07677930981137271
0.0602,0.10378088161934951,-53.31756452757151,-20.773231033779133,-0.027710226250539538,-0.08288711374441249,0.055866526343739675
0.07,0.1472751930958598,-49.95989404367796,-19.618262491013052,0.0612422056048727,-0.076729892047811,0.041653338350657876
0.0803,0.18356153451884838,-45.800239588413426,-18.163622560707505,0.1004387126772377,-0.07603553322775536,0.03219333450351902
0.0902,0.20557669154970748,-41.35481217664195,-16.57231671095051,0.10374796756224636,-0.0820778123656618,0.02616596887158873
0.1004,0.21876155743692238,-36.71168339177942,-14.897164229052219,0.09983033648101425,-0.09514201610233153,0.02233680655706416
0.1108,0.2207030473844367,-32.463426783995104,-13.33696947382585,0.09844256999569923,-0.11441809304942563,0.020153876169687335
0.1203,0.2117855518035585,-29.070819219492023,-12.06250601639239,0.1004760570761214,-0.1384559998103585,0.019280260701535656
0.1301,0.1956237741774972,-26.590190229935896,-11.105790844839072,0.10224549055336651,-0.16616162131050416,0.019465010983077402
0.1402,0.17426459532004956,-25.15114822682563,-10.5222766316477,0.10201690294543653,-0.19572549258537553,0.02075434483816685
0.1502,0.15009599118374173,-24.721552975803032,-10.314530395509216,0.10030235486999906,-0.22582929640469418,0.023284402350099764
0.1603,0.1261596355344441,-25.244851654440836,-10.470230939275481,0.09768942062359787,-0.25448351989413664,0.02732186369733669
0.1702,0.1035591523060021,-26.571065094998612,-10.937223635646125,0.09457479777783062,-0.2814679275538343,0.033136350770931244
0.1802,0.0850481064235249,-28.496379930843315,-11.64393708252337,0.09127411658989582,-0.30485090466874,0.04097020257780748
0.1901,0.07130225659473188,-30.910180475680907,-12.547334687273974,0.08810667862488564,-0.3251982187403155,0.05116452871509536
0.2005,0.06325491283219131,-33.44248622498495,-13.501056767454823,0.08469725242749293,-0.34067204499389936,0.06357261167318051
0.2103,0.0606466760533273,-35.96362823231557,-14.454982254774823,0.08117128625218029,-0.35201661105815507,0.07827815770395175
0.22,0.06295854067694706,-38.309932894172405,-15.345423380501462,0.07730080744370049,-0.3595273256610798,0.0951462346891675
0.2323,0.0698582584717542,-40.55421116984641,-16.19980176343685,0.07322286350079077,-0.36384464190386767,0.1144703916121863
0.2402,0.08030861329036632,-42.26397249857305,-16.85402682243145,0.07167258667705578,-0.36513179485146807,0.1349158414658489
0.2503,0.09302796175505201,-43.23728971957189,-17.234378133581966,0.06724486104127525,-0.3642430458048298,0.1555841439325345
0.2602,0.10646996738055026,-43.58935325902383,-17.385950734325586,0.06239522015233323,-0.3618211122140407,0.17609476653954892
0.2702,0.11998794524462175,-43.38247658339195,-17.33369082846401,0.057673880869759664,-0.3582646273988601,0.1959694240762948
0.2804,0.13200641052592021,-42.66487128770753,-17.094412409948564,0.053597226674221954,-0.3542705008188922,0.21462733202029827
0.2902,0.14178208177751905,-41.53890882224774,-16.70463923041752,0.048578393649232776,-0.35018702035792604,0.231861728759702
0.3233,0.14949386008016763,-40.00563333322299,-16.164840166855416,0.043582445007896764,-0.3459363108508122,0.24689231065427042
0.3289,0.15549937958808124,-38.02283093486941,-15.460523163905519,0.039196513310176595,-0.34125954277280934,0.25860116075812734
0.3344,0.15950228439354008,-35.589326229199756,-14.591391781437034,0.03575041188426997,-0.33615320812801386,0.2659732881151635
0.3437,0.15924869988260504,-32.92704871638198,-13.634766118504661,0.03491724502472837,-0.33129423899882937,0.2694906199039716
0.3515,0.15313973790565893,-30.430570671597597,-12.72889033381765,0.030219746722399687,-0.32742026127090007,0.2720930681609367
0.3595,0.14148122685964704,-28.250598364505468,-11.92942589776077,0.023507707647506093,-0.32468427742216877,0.2751468166740877
0.365,0.1236934768500495,-26.75961199103071,-11.369456891674188,0.012141744736094973,-0.32321174179177126,0.2829017333981685
0.3711,0.102434766656337,-26.257918200570785,-11.16046948541884,-0.0043140345813634795,-0.3226581078324622,0.3001035052859625
0.3811,0.08180355593118283,-26.855502410184577,-11.35260294063295,-0.025934508782526233,-0.32131470110887195,0.3304990143073616
0.3903,0.05937512089739383,-28.173509643850046,-11.80764627912066,-0.05273025654381147,-0.32042041736609495,0.3721602378373824
0.4002,0.03722317957713783,-30.013842803739394,-12.45661683374116,-0.08349187150250925,-0.3194729444338451,0.42446716459017575
0.4102,0.01597773730818086,-32.12041515331183,-13.203363459383935,-0.11810956749896873,-0.3180781889158202,0.4853721236346371
0.4201,-0.004572612964970579,-34.36138564658225,-13.998282954985031,-0.15667758129027742,-0.3162454087977755,0.5538396203496642
0.4302,-0.023630261131428965,-36.508705913227324,-14.757989762131334,-0.19755195970014494,-0.313686869559509,0.6267289195759682
0.4402,-0.04187236952658835,-38.53173041507171,-15.470255144413251,-0.24013841626982124,-0.31029804350646817,0.703386700430133
0.4502,-0.05904956133225703,-40.277868673596636,-16.080205412257286,-0.28373173217063075,-0.3058061435816155,0.7808233197574759
